index,step_estimated,layer_estimated,alpha_s,alpha_f
771,12,3,0.89347183,1.57023771
772,12,4,0.61766826,1.42950632
773,12,5,0.77824143,1.32650013
774,12,6,1.01838653,1.62496836
775,12,7,0.879112,1.64522959
776,12,8,0.64600917,1.44174418
777,12,9,0.69321978,1.70969902
778,12,10,0.52029609,1.15110632
779,12,11,0.57710308,1.58843188
780,12,12,0.74308929,1.4413984
781,12,13,0.44407539,1.36621034
782,12,14,0.49509803,1.35513947
783,12,15,0.60989916,1.30603272
784,12,16,0.45218075,1.36188335
785,12,17,0.77238165,1.51698716
786,12,18,0.57597872,1.70987281
787,12,19,0.52306409,1.46008919
788,12,20,0.93676473,1.30847908
789,12,21,0.70407137,1.52578073
790,12,22,0.68365045,1.50840171
791,12,23,0.55898615,1.48873591
792,12,24,0.42866095,1.43738344
793,12,25,0.65794406,1.51880119
794,12,26,0.53804131,1.47885534
795,12,27,0.79724277,1.55951157
796,12,28,0.63508458,1.32298203
797,12,29,0.6994827,1.44913381
798,12,30,0.51904083,1.47711608
799,12,31,0.91909657,1.29417111
800,12,32,0.71149032,1.64052647
801,12,33,0.507598,1.46026668
802,12,34,0.80596009,1.42556637
803,12,35,0.56500073,1.28456081
804,12,36,0.63116687,1.15132389
805,12,37,0.46620601,1.522806
806,12,38,0.47654808,1.38414082
807,12,39,0.71926528,1.42166241
808,12,40,0.72071366,1.44393039
809,12,41,0.78785298,1.54974889
810,12,42,0.68195121,1.81206531
811,12,43,0.42270779,1.52947043
812,12,44,0.41002757,1.34123566
813,12,45,0.6170515,1.54777953
814,12,46,0.60404023,1.23746801
815,12,47,0.97168252,1.55026981
816,12,48,0.86687183,1.51745846
817,12,49,0.42571059,1.69038278
818,12,50,0.71305952,1.35273986
819,12,51,0.800045,1.48021497
820,12,52,0.59245001,1.4879658
821,12,53,0.77937156,1.40935611
822,12,54,0.7889699,1.63604575
823,12,55,0.76442629,1.45624189
824,12,56,0.50930777,1.56474558
825,12,57,0.60340589,1.25725194
826,12,58,0.62131604,1.65282443
827,12,59,0.71008606,1.29958055
828,12,60,0.61885097,1.42047818
829,12,61,0.63154635,1.71744956
830,12,62,0.54371564,1.40770932
831,12,63,0.35468713,1.37331116
832,13,0,0.75338978,1.61165191
833,13,1,0.68800936,1.57934429
834,13,2,0.76332224,1.36158224
835,13,3,1.00622833,1.5883007
836,13,4,0.80866552,1.48545837
837,13,5,0.59990019,1.21820071
838,13,6,0.78432402,1.36354429
839,13,7,0.82817862,1.70746932
840,13,8,0.49477686,1.50229499
841,13,9,0.7344324,1.68250582
842,13,10,0.75115827,1.11485121
843,13,11,0.60035136,1.48805583
844,13,12,0.55584238,1.39159062
845,13,13,0.38781082,1.31224036
846,13,14,0.42245504,1.4559781
847,13,15,0.58936167,1.08593028
848,13,16,0.55326098,1.4384703
849,13,17,0.65159845,1.6025073
850,13,18,0.54760261,1.65925791
851,13,19,0.53650487,1.37698259
852,13,20,0.98779152,1.33776172
853,13,21,0.60883184,1.38972255
854,13,22,0.61032441,1.58206092
855,13,23,0.47532265,1.46872915
856,13,24,0.59975287,1.20605387
857,13,25,0.66443367,1.52048354
858,13,26,0.53183275,1.36841345
859,13,27,0.84930461,1.51206859
860,13,28,0.67915405,1.36493341
861,13,29,0.59624103,1.52894138
862,13,30,0.50594634,1.45078194
863,13,31,1.04958159,1.16288897
864,13,32,0.80106592,1.46048015
865,13,33,0.55613213,1.49604987
866,13,34,0.80433031,1.50169751
867,13,35,0.57204583,1.2609952
868,13,36,0.82737003,1.09076086
869,13,37,0.48034645,1.46310544
870,13,38,0.40518805,1.35179351
871,13,39,0.63276609,1.29853056
872,13,40,0.77782052,1.47424581
873,13,41,0.82222322,1.60832816
874,13,42,0.62937259,1.70225596
875,13,43,0.51185267,1.3977829
876,13,44,0.54710311,1.60394501
877,13,45,0.48496874,1.3775018
878,13,46,0.620485,1.17066304
879,13,47,0.78549333,1.46601363
880,13,48,0.70532887,1.44394418
881,13,49,0.47093999,1.80606593
882,13,50,0.705395,1.3984429
883,13,51,0.6268619,1.45169705
884,13,52,0.56945129,1.55875084
885,13,53,0.82831828,1.2371257
886,13,54,0.90209956,1.58078369
887,13,55,0.92523526,1.57842716
888,13,56,0.55722648,1.59053797
889,13,57,0.51964133,1.20951631
890,13,58,0.64586879,1.65792042
891,13,59,0.97662625,1.40429218
892,13,60,0.67086123,1.56416195
893,13,61,0.51975981,1.72122027
894,13,62,0.46272033,1.23781757
895,13,63,0.49881078,1.31335392
896,14,0,0.6163428,1.60471725
897,14,1,0.59362057,1.64558131
898,14,2,0.96325956,1.33865327
899,14,3,0.72621114,1.55065516
900,14,4,0.75313343,1.63391876
901,14,5,0.56669515,1.36597353
902,14,6,0.89983675,1.46873903
903,14,7,1.02684234,1.53347342
904,14,8,0.65005768,1.45504711
905,14,9,0.86842657,1.66554076
906,14,10,0.65531105,0.99871191
907,14,11,0.65185035,1.51883555
908,14,12,0.78619975,1.40649379
909,14,13,0.44335566,1.37581343
910,14,14,0.53152601,1.43265818
911,14,15,0.47399393,1.22582394
912,14,16,0.47579641,1.33775347
913,14,17,0.69966386,1.58652749
914,14,18,0.39312211,1.89570955
915,14,19,0.57281865,1.36312414
916,14,20,0.91563546,1.32457584
917,14,21,0.70800301,1.39935925
918,14,22,0.75475725,1.56748233
919,14,23,0.47068036,1.46021636
920,14,24,0.60292959,1.43424314
921,14,25,0.76430259,1.26476458
922,14,26,0.58000269,1.45314609
923,14,27,0.75503766,1.53722083
924,14,28,0.70001288,1.39349971
925,14,29,0.59459539,1.40642042
926,14,30,0.53219113,1.25381988
927,14,31,0.92788401,1.27246979
928,14,32,0.77440508,1.50847043
929,14,33,0.59953069,1.50345811
930,14,34,0.77224287,1.45832638
931,14,35,0.58108588,1.44816079
932,14,36,0.82662227,1.26736425
933,14,37,0.434345,1.44552078
934,14,38,0.49883005,1.30104841
935,14,39,0.71666349,1.24307176
936,14,40,0.75693539,1.38725121
937,14,41,0.66249131,1.45897626
938,14,42,0.53134325,1.72299694
939,14,43,0.65511055,1.38382514
940,14,44,0.53114102,1.53664373
941,14,45,0.46359824,1.35082069
942,14,46,0.56955246,1.05999763
943,14,47,0.92510598,1.40352239
944,14,48,0.73056122,1.2717311
945,14,49,0.48655708,1.6933512
946,14,50,0.75358687,1.41634157
947,14,51,0.75127001,1.36353203
948,14,52,0.35708039,1.43250676
949,14,53,0.935972,1.34681956
950,14,54,0.87160234,1.55509809
951,14,55,0.90444149,1.45791182
952,14,56,0.61240565,1.58209796
953,14,57,0.7386146,1.50737024
954,14,58,0.78126245,1.59270762
955,14,59,0.84446549,1.07120183
956,14,60,0.57272648,1.47829153
957,14,61,0.63040374,1.76376229
958,14,62,0.46843582,1.36410756
959,14,63,0.52076523,1.33731687
960,15,0,0.75790156,1.54416456
961,15,1,0.75489423,1.54393602
962,15,2,0.75412998,1.37477083
963,15,3,0.83041082,1.49485974
964,15,4,0.63640534,1.53406697
965,15,5,0.69551038,1.32858966
966,15,6,1.01457977,1.45309003
967,15,7,0.85597841,1.63231818
968,15,8,0.66043385,1.35787583
969,15,9,0.59590465,1.63382465
970,15,10,0.75393321,1.0910059
971,15,11,0.71699835,1.63204627
972,15,12,0.75301296,1.43871275
973,15,13,0.37322183,1.3397335
974,15,14,0.50015003,1.5199453
975,15,15,0.61412718,1.07571995
976,15,16,0.55774358,1.42501619
977,15,17,0.64125473,1.27974284
978,15,18,0.52937946,1.53389755
979,15,19,0.45712924,1.32030747
980,15,20,0.89321346,1.4047938
981,15,21,0.70189915,1.35864483
982,15,22,0.76953182,1.4560741
983,15,23,0.57904273,1.45312196
984,15,24,0.68160706,1.24465782
985,15,25,0.6019637,1.55229172
986,15,26,0.56708974,1.35226794
987,15,27,0.69640767,1.64520196
988,15,28,0.52437726,1.43597631
989,15,29,0.59382229,1.41179247
990,15,30,0.59308055,1.3993092
991,15,31,0.94393862,1.17731976
992,15,32,0.71087497,1.37411348
993,15,33,0.61023532,1.40797164
994,15,34,0.81471976,1.3310895
995,15,35,0.32151278,1.35940014
996,15,36,0.93396479,1.26033316
997,15,37,0.41413467,1.32574237
998,15,38,0.51219538,1.40223278
999,15,39,0.64469018,1.37867458
1000,15,40,0.87762651,1.44313243
1001,15,41,0.77040932,1.47204739
1002,15,42,0.74610767,1.74014345
1003,15,43,0.6361372,1.39016896
1004,15,44,0.49599622,1.5724246
1005,15,45,0.50252082,1.28130152
1006,15,46,0.65371107,1.12612577
1007,15,47,0.88206168,1.42540961
1008,15,48,0.74331258,1.53809404
1009,15,49,0.31709767,1.71307699
1010,15,50,0.74997823,1.24956118
1011,15,51,0.63779532,1.58802015
1012,15,52,0.60975863,1.42311974
1013,15,53,0.70056428,1.18525981
1014,15,54,0.83426023,1.55587665
1015,15,55,0.95184954,1.56727567
1016,15,56,0.49482675,1.54824561
1017,15,57,0.7031019,1.36467424
1018,15,58,0.88575879,1.53908204
1019,15,59,0.79108918,1.09898655
1020,15,60,0.61902829,1.53520767
1021,15,61,0.76076393,1.7323627
1022,15,62,0.51808797,1.27343062
1023,15,63,0.46338359,1.49208887
1024,16,0,0.66596028,1.53331592
1025,16,1,0.8612149,1.60063779
1026,16,2,0.8020162,1.35726065
1027,16,3,0.93408919,1.65701562
1028,16,4,0.50799408,1.5735779
1029,16,5,0.57102893,1.27855765
1030,16,6,0.92260841,1.4979514
1031,16,7,0.70733131,1.6643371
1032,16,8,0.81158966,1.28222998
1033,16,9,0.81662654,1.57839578
1034,16,10,0.68462437,1.00522786
1035,16,11,0.59888763,1.55897296
1036,16,12,0.90070823,1.39444256
1037,16,13,0.49065464,1.24834486
1038,16,14,0.38481346,1.44821442
1039,16,15,0.7544522,1.12697153
1040,16,16,0.54309673,1.36365033
1041,16,17,0.66717053,1.49858591
1042,16,18,0.65444908,1.58217468
1043,16,19,0.47061712,1.34018753
1044,16,20,0.90497578,1.27009315
1045,16,21,0.85417734,1.30163219
1046,16,22,0.70152806,1.48216478
1047,16,23,0.56588917,1.43147254
1048,16,24,0.58645879,1.42289809
1049,16,25,0.85027267,1.42561403
1050,16,26,0.39809381,1.49182053
1051,16,27,0.72165036,1.6052046
1052,16,28,0.47236194,1.36275763
1053,16,29,0.57941823,1.40596961
1054,16,30,0.6309519,1.26152643
1055,16,31,0.96534487,1.23203604
1056,16,32,0.72651302,1.48782888
1057,16,33,0.71952465,1.31067676
1058,16,34,0.97282479,1.4057733
1059,16,35,0.46503677,1.25504464
1060,16,36,0.73626595,1.2580842
1061,16,37,0.4159116,1.4544534
1062,16,38,0.40474408,1.34428351
1063,16,39,0.64940375,1.30540676
1064,16,40,0.90178702,1.338804
1065,16,41,0.53743418,1.47318128
1066,16,42,0.73765789,1.71192927
1067,16,43,0.77376306,1.33716018
1068,16,44,0.55270503,1.53069096
1069,16,45,0.46980241,1.41106306
1070,16,46,0.61063584,1.10232031
1071,16,47,0.9064485,1.35370244
1072,16,48,0.71755214,1.40842453
1073,16,49,0.36863035,1.67927811
1074,16,50,0.8230285,1.27590014
1075,16,51,0.7156087,1.47889721
1076,16,52,0.48046321,1.33724586
1077,16,53,0.90734624,1.14286285
1078,16,54,0.83756363,1.6050461
1079,16,55,0.9224293,1.48932465
1080,16,56,0.5463826,1.62910218
1081,16,57,0.81279616,1.33855833
1082,16,58,0.77658101,1.54241569
1083,16,59,0.79996226,1.22818127
1084,16,60,0.68166177,1.59681425
1085,16,61,0.7442532,1.60497972
1086,16,62,0.63827161,1.1682325
1087,16,63,0.50991735,1.33172916
1088,17,0,0.96569287,1.7540372
1089,17,1,0.75933055,1.57214511
1090,17,2,0.87144608,1.44357575
1091,17,3,0.93433342,1.67751168
1092,17,4,0.714815,1.47742969
1093,17,5,0.74968574,1.3203238
1094,17,6,1.03552951,1.38819392
1095,17,7,0.80198342,1.52605798
1096,17,8,0.69627129,1.44030585
1097,17,9,0.84953818,1.75202078
1098,17,10,0.66157201,1.04390241
1099,17,11,0.57433681,1.47568224
1100,17,12,0.82346971,1.46435007
1101,17,13,0.42102295,1.3327858
1102,17,14,0.35136477,1.36856662
1103,17,15,0.71841987,1.1312459
1104,17,16,0.61966094,1.35439595
1105,17,17,0.7792345,1.38410603
1106,17,18,0.65123501,1.63872678
1107,17,19,0.5590483,1.26354152
1108,17,20,0.77911223,1.34986302
1109,17,21,0.65935891,1.23907922
1110,17,22,0.79713989,1.48931415
1111,17,23,0.60261503,1.48203798
1112,17,24,0.70456048,1.19462435
1113,17,25,0.84512625,1.481255
1114,17,26,0.52934114,1.40939755
1115,17,27,0.64578823,1.56135381
1116,17,28,0.55908682,1.16984325
1117,17,29,0.56598955,1.42323059
1118,17,30,0.59093528,1.44724683
1119,17,31,0.96650996,1.02724896
1120,17,32,0.64018581,1.52664781
1121,17,33,0.56040385,1.37866015
1122,17,34,0.86771554,1.42427448
1123,17,35,0.6377977,1.46405671
1124,17,36,0.73408039,1.06497541
1125,17,37,0.40450462,1.34109048
1126,17,38,0.45520373,1.25538559
1127,17,39,0.78856456,1.25913106
1128,17,40,0.84492609,1.29849236
1129,17,41,0.73880553,1.37003382
1130,17,42,0.78540098,1.74911267
1131,17,43,0.53867176,1.33519064
1132,17,44,0.39003171,1.36999548
1133,17,45,0.61688068,1.25622633
1134,17,46,0.58868775,1.01523257
1135,17,47,0.90668207,1.3849353
1136,17,48,0.72533609,1.40654504
1137,17,49,0.42334192,1.73111875
1138,17,50,0.91402111,1.46174758
1139,17,51,0.56980351,1.49497553
1140,17,52,0.69490577,1.28629701
1141,17,53,0.888786,1.33109769
1142,17,54,0.79637869,1.48138804
1143,17,55,0.95263728,1.51787442
1144,17,56,0.64976782,1.52926677
1145,17,57,0.71640616,1.14083895
1146,17,58,0.86500728,1.68735118
1147,17,59,0.85951286,1.16960902
1148,17,60,0.53716761,1.51253378
1149,17,61,0.7494481,1.7069579
1150,17,62,0.65553037,1.20805821
1151,17,63,0.59726983,1.21684703
1152,18,0,0.81667947,1.47791905
1153,18,1,0.74134151,1.54386237
1154,18,2,0.83069199,1.42527077
1155,18,3,0.93756986,1.39199229
1156,18,4,0.84890023,1.53475025
1157,18,5,0.60555496,1.32839718
1158,18,6,0.94070046,1.44527684
1159,18,7,0.88270966,1.58194138
1160,18,8,0.61093411,1.30937133
1161,18,9,0.75214517,1.53813929
1162,18,10,0.6691696,0.91976595
1163,18,11,0.72876122,1.61225359
1164,18,12,0.7339466,1.40219794
1165,18,13,0.49703929,1.3628976
1166,18,14,0.49139527,1.44316723
1167,18,15,0.69829331,0.97284019
1168,18,16,0.66166434,1.408021
1169,18,17,0.73013073,1.42659043
1170,18,18,0.66251923,1.57492752
1171,18,19,0.61804921,1.48135779
1172,18,20,0.90102495,1.13823091
1173,18,21,0.73449556,1.35244996
1174,18,22,0.73571644,1.62355969
1175,18,23,0.42325583,1.47473467
1176,18,24,0.61393024,1.42807472
1177,18,25,0.92009614,1.38564611
1178,18,26,0.52744291,1.45331718
1179,18,27,0.76944077,1.51165237
1180,18,28,0.65599179,1.1111067
1181,18,29,0.69919544,1.26566097
1182,18,30,0.6143507,1.42666286
1183,18,31,0.9213777,1.21551769
1184,18,32,0.7197149,1.39202575
1185,18,33,0.64862963,1.43635091
1186,18,34,0.9130873,1.44821031
1187,18,35,0.5344253,1.28582151
1188,18,36,0.68857402,1.09165006
1189,18,37,0.68603355,1.40646609
1190,18,38,0.43674266,1.2127847
1191,18,39,0.81213499,1.29342811
1192,18,40,0.89873721,1.3253992
1193,18,41,0.75972542,1.45682651
1194,18,42,0.73358072,1.47537237
1195,18,43,0.68050699,1.32806268
1196,18,44,0.53629513,1.6474418
1197,18,45,0.66547842,1.33373926
1198,18,46,0.74870482,1.12078787
1199,18,47,0.93623241,1.41455948
1200,18,48,0.96012275,1.28855198
1201,18,49,0.51749106,1.66536435
1202,18,50,0.83711013,1.26763945
1203,18,51,0.65290483,1.39161343
1204,18,52,0.72058356,1.43825811
1205,18,53,0.73615057,1.19908154
1206,18,54,0.84194006,1.44073155
1207,18,55,0.86638717,1.45809985
1208,18,56,0.81231121,1.5232801
1209,18,57,0.58746526,1.18839848
1210,18,58,0.8754567,1.74748309
1211,18,59,0.76350962,1.00931691
1212,18,60,0.8218576,1.48918622
1213,18,61,0.64674425,1.74132719
1214,18,62,0.36724645,1.22167811
1215,18,63,0.59085122,1.35898547
1216,19,0,0.75106469,1.48525945
1217,19,1,0.66289562,1.58039231
1218,19,2,0.78319481,1.31307602
1219,19,3,0.90645849,1.55914644
1220,19,4,0.79122232,1.39200136
1221,19,5,0.72560773,1.14387033
1222,19,6,0.97057703,1.40671858
1223,19,7,1.0824479,1.49827373
1224,19,8,0.80438226,1.4309004
1225,19,9,0.86150416,1.73191179
1226,19,10,0.71792502,0.99469657
1227,19,11,0.68356012,1.57769649
1228,19,12,0.88168112,1.31952848
1229,19,13,0.36513743,1.29543605
1230,19,14,0.43492848,1.36520775
1231,19,15,0.77232116,1.02180613
1232,19,16,0.6023187,1.32821664
1233,19,17,0.87268081,1.23034134
1234,19,18,0.5729296,1.59511241
1235,19,19,0.64183,1.23943288
1236,19,20,0.82739234,1.28482848
1237,19,21,0.6729738,1.18608871
1238,19,22,0.71785084,1.47907389
1239,19,23,0.49557744,1.22939299
1240,19,24,0.74777713,1.37905158
1241,19,25,0.82642939,1.34250087
1242,19,26,0.56890088,1.37056553
1243,19,27,0.86192749,1.55528959
1244,19,28,0.60883953,1.25777728
1245,19,29,0.75049761,1.42384207
1246,19,30,0.72377377,1.36083392
1247,19,31,1.0422171,1.24983509
1248,19,32,0.78842568,1.33205661
1249,19,33,0.7112822,1.45151616
1250,19,34,0.84560745,1.31893319
1251,19,35,0.59826873,1.35839232
1252,19,36,0.80478216,1.16912469
1253,19,37,0.59971531,1.37915226
1254,19,38,0.57369218,1.38042327
1255,19,39,0.70459651,1.26801818
1256,19,40,1.01318373,1.31488908
1257,19,41,0.71556377,1.36496612
1258,19,42,0.65315135,1.57667254
1259,19,43,0.68286304,1.27026691
1260,19,44,0.53714041,1.46734034
1261,19,45,0.57707211,1.46690143
1262,19,46,0.72943679,1.15115637
1263,19,47,0.86361081,1.42091054
1264,19,48,0.72185727,1.43677994
1265,19,49,0.50696036,1.77027202
1266,19,50,0.71223427,1.25606587
1267,19,51,0.74768515,1.32588987
1268,19,52,0.69318744,1.24194781
1269,19,53,0.91727462,1.08262203
1270,19,54,0.95650316,1.5779995
1271,19,55,0.84161951,1.51587768
1272,19,56,0.65262199,1.43207305
1273,19,57,0.63060301,1.06310743
1274,19,58,0.83533076,1.44176053
1275,19,59,0.91162854,1.12517209
1276,19,60,0.74012453,1.42039053
1277,19,61,0.70346457,1.7436436
1278,19,62,0.61852364,1.23323763
1279,19,63,0.61577965,1.14873517
1280,20,0,0.90745056,1.513849
1281,20,1,0.67032605,1.52688218
1282,20,2,0.86640904,1.32141136
1283,20,3,1.02756362,1.6080119
1284,20,4,0.82381867,1.29224049
1285,20,5,0.7870454,1.35251932
1286,20,6,1.04022695,1.48446039
1287,20,7,1.04849719,1.65557487
1288,20,8,0.72192387,1.42120579
1289,20,9,0.86537537,1.57958141
1290,20,10,0.67477455,1.07508392
1291,20,11,0.63706659,1.58884741
1292,20,12,0.84868381,1.24408518
1293,20,13,0.51482025,1.1301194
1294,20,14,0.56370331,1.42755525
1295,20,15,0.64066874,1.0547211
1296,20,16,0.77680827,1.2695621
1297,20,17,0.73482483,1.51507258
1298,20,18,0.79320371,1.56495238
1299,20,19,0.64147183,1.37255016
1300,20,20,0.93284892,1.18287411
1301,20,21,0.83700386,1.4025102
1302,20,22,0.82756004,1.40989779
1303,20,23,0.717653,1.34980761
1304,20,24,0.66393191,1.29089561
1305,20,25,0.91337156,1.48828081
1306,20,26,0.63294054,1.39459733
1307,20,27,0.83223622,1.53292053
1308,20,28,0.47993973,1.21393606
1309,20,29,0.74795203,1.20174217
1310,20,30,0.71305022,1.2677987
1311,20,31,1.19068013,1.24928695
1312,20,32,0.73311131,1.37532364
1313,20,33,0.6078279,1.34599815
1314,20,34,0.91138408,1.28307707
1315,20,35,0.49882457,1.35760145
1316,20,36,0.85409225,1.06632175
1317,20,37,0.55007826,1.2293496
1318,20,38,0.59342565,1.35719296
1319,20,39,0.79924052,1.2590103
1320,20,40,0.84185596,1.30306244
1321,20,41,0.78163683,1.34385398
1322,20,42,0.74091117,1.50201104
1323,20,43,0.68794249,1.34636925
1324,20,44,0.53012766,1.36228538
1325,20,45,0.65948257,1.37016105
1326,20,46,0.77326589,1.00317572
1327,20,47,0.83471261,1.25563198
1328,20,48,0.78496685,1.32385344
1329,20,49,0.44634463,1.6087696
1330,20,50,0.78452327,1.3286326
1331,20,51,0.76224036,1.34361088
1332,20,52,0.63782222,1.26362999
1333,20,53,0.86163665,1.09979662
1334,20,54,0.97290049,1.37152672
1335,20,55,0.88332199,1.47985116
1336,20,56,0.66122447,1.6770701
1337,20,57,0.75400249,1.12624013
1338,20,58,0.81445272,1.41129206
1339,20,59,0.91228413,1.06605047
1340,20,60,0.77375543,1.38703796
1341,20,61,0.73521022,1.62069634
1342,20,62,0.7455582,1.16869275
1343,20,63,0.73957391,1.3231601
1344,21,0,0.90135135,1.48070335
1345,21,1,0.79904303,1.37854802
1346,21,2,0.8631215,1.38613694
1347,21,3,1.01282159,1.36744057
1348,21,4,0.74896353,1.51989967
1349,21,5,0.85290968,1.22759754
1350,21,6,1.10127675,1.3542146
1351,21,7,0.76708437,1.48607403
1352,21,8,0.84288883,1.30203247
1353,21,9,0.85019218,1.54003531
1354,21,10,0.87109716,1.06644077
1355,21,11,0.89592184,1.43988758
1356,21,12,0.84822319,1.22105148
1357,21,13,0.6194416,1.19105235
1358,21,14,0.54688326,1.25530573
1359,21,15,0.65682641,0.96420949
1360,21,16,0.5877242,1.25324522
1361,21,17,0.79155448,1.44955942
1362,21,18,0.56368625,1.56865324
1363,21,19,0.67387006,1.21052958
1364,21,20,0.95069269,1.18960981
1365,21,21,0.84879046,1.26959087
1366,21,22,0.75591097,1.50534627
1367,21,23,0.48638329,1.43314725
1368,21,24,0.73931006,1.22523711
1369,21,25,0.73783041,1.33538146
1370,21,26,0.65841524,1.44220589
1371,21,27,0.79364897,1.51129351
1372,21,28,0.53122092,1.17724844
1373,21,29,0.74204011,1.20740183
1374,21,30,0.62310239,1.21708723
1375,21,31,1.08949603,1.09481226
1376,21,32,0.60719581,1.20408785
1377,21,33,0.58107303,1.40509904
1378,21,34,0.69186024,1.29011442
1379,21,35,0.56305251,1.40520477
1380,21,36,0.78880668,1.14765933
1381,21,37,0.50562894,1.0957837
1382,21,38,0.65050756,1.29515036
1383,21,39,0.85846956,1.52308325
1384,21,40,0.73231984,1.4431087
1385,21,41,0.79098833,1.41291976
1386,21,42,0.76729067,1.5783148
1387,21,43,0.6975267,1.38187319
1388,21,44,0.44512669,1.42800471
1389,21,45,0.6470067,1.22775339
1390,21,46,0.68318204,1.14208208
1391,21,47,0.90402041,1.35402503
1392,21,48,0.78134513,1.3989941
1393,21,49,0.57866348,1.84670084
1394,21,50,0.82284637,1.35396406
1395,21,51,0.73836195,1.47822766
1396,21,52,0.629234,1.38371948
1397,21,53,0.86445455,1.14888906
1398,21,54,0.95026901,1.52092847
1399,21,55,0.91867258,1.45929283
1400,21,56,0.7886457,1.52681659
1401,21,57,0.8114294,1.15647454
1402,21,58,0.76682914,1.61616901
1403,21,59,1.0046944,1.23686182
1404,21,60,0.6680843,1.39899049
1405,21,61,0.62927131,1.62649648
1406,21,62,0.70205428,1.14342574
1407,21,63,0.66008628,1.22914091
1408,22,0,0.9057649,1.34564474
1409,22,1,0.79141033,1.2797263
1410,22,2,0.88753481,1.1743418
1411,22,3,1.13026726,1.5283037
1412,22,4,0.80754389,1.49150708
1413,22,5,0.69429935,1.35860227
1414,22,6,1.11679047,1.35086609
1415,22,7,1.01129804,1.45778318
1416,22,8,0.66895093,1.26152009
1417,22,9,0.84439901,1.46575311
1418,22,10,0.83366721,0.90191106
1419,22,11,0.76367415,1.39323844
1420,22,12,0.6959793,1.35024282
1421,22,13,0.36536078,1.26523935
1422,22,14,0.43713034,1.48832737
1423,22,15,0.79389911,1.02590614
1424,22,16,0.75450509,1.21492511
1425,22,17,0.89594867,1.38513289
1426,22,18,0.69025121,1.63905356
1427,22,19,0.65208703,1.26093853
1428,22,20,0.89278954,1.11750343
1429,22,21,0.76165006,1.24778741
1430,22,22,0.72504615,1.64582563
1431,22,23,0.71293252,1.41306331
1432,22,24,0.72943876,1.21914043
1433,22,25,0.74581813,1.39876973
1434,22,26,0.65330439,1.23080196
1435,22,27,0.88842204,1.4484572
1436,22,28,0.56261281,1.14144241
1437,22,29,0.72849071,1.41744686
1438,22,30,0.75960148,1.14992643
1439,22,31,1.12205785,0.97226961
1440,22,32,0.88992392,1.32230924
1441,22,33,0.63918568,1.4608032
1442,22,34,0.82574187,1.20457874
1443,22,35,0.57551873,1.36346341
1444,22,36,0.71511507,0.87670311
1445,22,37,0.47528999,1.29662364
1446,22,38,0.70212625,1.22712109
1447,22,39,0.80194828,1.28755164
1448,22,40,0.76652387,1.26030665
1449,22,41,0.84627237,1.4121263
1450,22,42,0.74720144,1.60126434
1451,22,43,0.56110148,1.28910797
1452,22,44,0.61983562,1.27563021
1453,22,45,0.70207533,1.34016409
1454,22,46,0.70883347,1.04140259
1455,22,47,0.88688295,1.29507519
1456,22,48,0.90569326,1.33717354
1457,22,49,0.49395469,1.7030048
1458,22,50,0.9111146,1.12273173
1459,22,51,0.8402968,1.3339129
1460,22,52,0.73783411,1.40615416
1461,22,53,0.78735077,1.08352419
1462,22,54,0.93689925,1.42430431
1463,22,55,1.08382016,1.35982936
1464,22,56,0.63500685,1.45058709
1465,22,57,0.6627794,1.1475186
1466,22,58,0.88041899,1.49937149
1467,22,59,0.94419404,1.06295695
1468,22,60,0.61229946,1.42933719
1469,22,61,0.91787902,1.64562165
1470,22,62,0.6574041,1.22241855
1471,22,63,0.52435579,1.36683769
1472,23,0,0.91428444,1.55416174
1473,23,1,0.74420873,1.65061527
1474,23,2,0.98275673,1.335176
1475,23,3,1.07076744,1.43238196
1476,23,4,0.88451054,1.3672085
1477,23,5,0.63110489,1.11559143
1478,23,6,1.04560527,1.38074357
1479,23,7,0.93417914,1.62995746
1480,23,8,0.5970817,1.30784744
1481,23,9,0.75953668,1.59720784
1482,23,10,0.74652166,0.94234134
1483,23,11,0.68462091,1.52737688
1484,23,12,0.94322332,1.36147492
1485,23,13,0.52623759,1.30327179
1486,23,14,0.50830193,1.38394288
1487,23,15,0.87120635,1.08924782
1488,23,16,0.61329814,1.29769691
1489,23,17,0.76727679,1.40109242
1490,23,18,0.72343567,1.37383311
1491,23,19,0.51880275,1.20134267
1492,23,20,1.01936955,1.08370212
1493,23,21,0.82084286,1.24658864
1494,23,22,0.81817871,1.37858131
1495,23,23,0.69377535,1.48347955
1496,23,24,0.70324868,1.17329693
1497,23,25,0.87952601,1.35008208
1498,23,26,0.6397902,1.3754682
1499,23,27,0.72719723,1.55249525
1500,23,28,0.73930965,1.16350689
1501,23,29,0.77269822,1.24957934
1502,23,30,0.59483891,1.36251315
1503,23,31,1.10473879,1.11764724
1504,23,32,0.89769041,1.26445936
1505,23,33,0.70281212,1.31948131
1506,23,34,1.01471441,1.13232314
1507,23,35,0.63253692,1.21832059
1508,23,36,0.88950159,1.12703223
1509,23,37,0.47303042,1.1816636
1510,23,38,0.61550987,1.17859575
1511,23,39,0.92047889,1.15185614
1512,23,40,0.70180194,1.24755569
1513,23,41,0.76621275,1.23183987
1514,23,42,0.70724964,1.59341487
1515,23,43,0.88471672,1.35297574
1516,23,44,0.55329244,1.3768392
1517,23,45,0.67888715,1.23499939
1518,23,46,0.66214618,0.87377232
