index,step_estimated,layer_estimated,alpha_s,alpha_f
369,5,49,1.434597373008728,1.783614993095398
370,5,50,1.4902496337890625,1.6815141439437866
371,5,51,1.3674726486206055,1.9217230081558228
372,5,52,1.4217034578323364,1.6689982414245605
373,5,53,1.6054675579071045,1.6968721151351929
374,5,54,1.8736637830734253,1.8685438632965088
375,5,55,1.95912504196167,1.8793288469314575
376,5,56,1.9413906335830688,1.974971890449524
377,5,57,1.6123994588851929,1.834315299987793
378,5,58,1.927844762802124,1.9511281251907349
379,5,59,1.7347687482833862,1.9828417301177979
380,5,60,1.511773705482483,1.8584675788879395
381,5,61,1.8431490659713745,1.0513606071472168
382,5,62,1.7154600620269775,1.7056645154953003
383,5,63,1.679728388786316,1.903177261352539
384,6,0,1.5562559366226196,1.2473576068878174
385,6,1,1.4051629304885864,0.6032383441925049
386,6,2,1.7368478775024414,1.9350861310958862
387,6,3,1.7424519062042236,1.876081109046936
388,6,4,1.5755351781845093,1.7757290601730347
389,6,5,1.217111587524414,1.7374900579452515
390,6,6,1.4191175699234009,1.4819468259811401
391,6,7,1.4716781377792358,1.6853333711624146
392,6,8,1.2067692279815674,1.6167051792144775
393,6,9,1.175702691078186,1.3117581605911255
394,6,10,1.182273507118225,1.4059042930603027
395,6,11,1.0874439477920532,1.788088321685791
396,6,12,1.0167711973190308,1.8725336790084839
397,6,13,1.3895671367645264,1.6344486474990845
398,6,14,1.191074013710022,1.754889726638794
399,6,15,1.0761990547180176,1.788846731185913
400,6,16,1.2093993425369263,1.707547903060913
401,6,17,1.1302762031555176,1.566999912261963
402,6,18,1.370656967163086,1.4950810670852661
403,6,19,1.238794207572937,1.631287693977356
404,6,20,1.1686404943466187,1.3849745988845825
405,6,21,1.1623804569244385,1.551099419593811
406,6,22,1.166110873222351,1.4145649671554565
407,6,23,1.0389353036880493,1.3255913257598877
408,6,24,1.065793752670288,1.1819994449615479
409,6,25,1.1480064392089844,1.320723056793213
410,6,26,0.9718958735466003,1.0726555585861206
411,6,27,1.271877646446228,1.6204798221588135
412,6,28,1.1009533405303955,1.2349387407302856
413,6,29,1.2295377254486084,1.4541634321212769
414,6,30,1.1358650922775269,1.627465009689331
415,6,31,1.1404533386230469,1.2974674701690674
416,6,32,1.0911921262741089,1.4666941165924072
417,6,33,1.109804391860962,1.5662965774536133
418,6,34,0.9602157473564148,1.3976970911026
419,6,35,1.1360315084457397,1.3854665756225586
420,6,36,1.2431799173355103,1.8430818319320679
421,6,37,1.381857991218567,1.6842734813690186
422,6,38,1.302519679069519,1.8350591659545898
423,6,39,1.3699495792388916,1.8267979621887207
424,6,40,1.2847681045532227,1.390157699584961
425,6,41,1.3979657888412476,1.858034610748291
426,6,42,1.275184154510498,1.053645372390747
427,6,43,1.343368411064148,1.7705649137496948
428,6,44,1.4555549621582031,1.6258338689804077
429,6,45,1.6435531377792358,1.8015263080596924
430,6,46,1.4693477153778076,1.0193153619766235
431,6,47,1.2704726457595825,1.4911106824874878
432,6,48,1.5053054094314575,1.875069260597229
433,6,49,1.4400594234466553,1.7920366525650024
434,6,50,1.4891754388809204,1.7142844200134277
435,6,51,1.356797695159912,1.929223656654358
436,6,52,1.4234070777893066,1.6761187314987183
437,6,53,1.5928910970687866,1.7347058057785034
438,6,54,1.8735560178756714,1.883799433708191
439,6,55,1.9638971090316772,1.9044017791748047
440,6,56,1.94761323928833,1.9774821996688843
441,6,57,1.6123933792114258,1.8454862833023071
442,6,58,1.9358283281326294,1.9601470232009888
